,Unnamed: 0,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Inbound
Bwd IAT Mean,0.11518301234289478,0.05555696266387681,-0.029049306739910793,-0.14515533536915348,0.37658299674979673,0.00121153469555771,0.04616960247626276,-0.02575513997114018,0.0010040169848400215,-0.07135342501688133,-0.08208563398386544,-0.08226489700182323,0.04429005384048199,0.04109553224862082,-0.007269178133059788,0.029663960817714892,0.049627372744659254,-0.061255471935514366,-0.09410525172933312,0.2622362027890551,0.3266037351809172,0.35067578551105,-0.001086290855440685,0.37390827330848597,0.33705670580124425,0.3486135829314608,0.34572697878529396,-0.0010567776787271579,0.6892964541563271,1.0,0.986322350499873,0.88374506347513,0.017815307116848103,0.03520815798064988,,,,0.005081695779923471,0.0018284961972269064,-0.08968037242015894,-0.0034842310630230355,-0.08208475268172644,-0.045054603975926366,-0.08134015827865056,0.0416902793784221,0.006877934575340595,,-0.0011809366009829768,0.03520815798064988,,0.13863399685440012,0.031194078188099193,-0.011119028362966438,,0.018135192286510605,-0.07848290525349126,-0.08226489700182323,0.029663960817714902,0.005081695779923471,,,,,,,0.0012115346955577102,-0.02575513997114018,0.04616960247626276,0.0010040169848400213,0.10057168301962063,0.03084396863948579,-0.018918823609551515,0.014743245651047069,0.03626341408087839,0.05049401125179287,0.054359530338894436,0.02312690056745696,0.34509626466076415,0.2576692175225931,0.35214726313982003,0.3033325064910731,-0.05147115819391768
Bwd IAT Std,0.10819579717887542,0.06198354793531745,-0.03822016510928271,-0.1520963859759303,0.3968249047651667,0.0025850842955301425,0.06705441899694095,-0.02528205370414654,0.00491248474640002,-0.06548518256548279,-0.08609072532478344,-0.08489596275366791,0.08052990008733833,0.07893164346606277,-0.00785026635716156,0.06341578013037556,0.0923866788380859,-0.06424429375247083,-0.09869690530123146,0.26091217304404507,0.34806357752745554,0.40415526849608957,-0.0011392913888208004,0.39377109381923564,0.3393837110397536,0.3789482636868757,0.3985444317922098,-0.0011083379101083973,0.7497157929924129,0.986322350499873,1.0,0.9418941096275454,0.01817424816921624,0.04889740676762865,,,,0.005329646646991171,0.001917877710428147,-0.0940561259920968,-0.0036541394752940175,-0.08609100531546615,-0.024845023131873343,-0.08232178851944581,0.0818799426589216,0.015087003127552885,,-0.001307708932621061,0.04889740676762865,,0.1461960812663812,0.031835587943208,-0.011880120443533333,,0.020910790894725598,-0.08031508264981557,-0.08489596275366791,0.06341578013037553,0.005329646646991171,,,,,,,0.0025850842955301434,-0.02528205370414654,0.06705441899694094,0.00491248474640002,0.12576894874846248,0.02850932850767051,-0.01759500804388491,0.015462618387637312,0.052056472315032,0.06583451036205336,0.06710286343976542,0.03279797296290348,0.4177271677957403,0.2607706545885792,0.40587766281463494,0.3901581892970377,-0.07126872972624275
Bwd IAT Max,0.08721998528759693,0.07644954840910974,-0.05969142527604561,-0.16434759425848652,0.42474199838263355,0.008446839110337463,0.13833734549497695,-0.022582245642393334,0.02267907518686129,-0.0483816525756332,-0.09315246309039586,-0.08888455029445771,0.1636399987790337,0.1610615643235814,-0.009496998456242434,0.1452349125333348,0.18524079340183966,-0.06951011415599007,-0.10678664976309407,0.23943958936155688,0.3638816728389565,0.4899779763333525,-0.0012326670421504964,0.4209786995874432,0.32131272778667314,0.40996750857670183,0.48343394381029625,-0.0011991707577446572,0.8653794866176651,0.88374506347513,0.9418941096275454,1.0,0.018016538826827785,0.06533876693424702,,,,0.005766497023285758,0.002075422613431918,-0.10176550324401913,-0.003952853422065679,-0.09315369563532841,0.02093262434869081,-0.0819310177215636,0.1739800761574275,0.03678101961439678,,-0.0016287545919949906,0.06533876693424702,,0.15803706306010765,0.03641742745121447,-0.01322649614481008,,0.03980876912223564,-0.08214985556952499,-0.08888455029445773,0.14523491253333481,0.005766497023285758,,,,,,,0.008446839110337463,-0.022582245642393334,0.13833734549497695,0.022679075186861294,0.17705432302714808,0.032791892829674804,-0.012219628994163663,0.01673002351819189,0.095877265343494,0.10596740009404407,0.10365790398018117,0.06121598420429095,0.5388461386299628,0.26094131940651233,0.492368281254786,0.5384747637716957,-0.12032307353608093
Bwd IAT Min,0.032798797408832674,0.08728858153770096,-0.07588853527136774,-0.11731606747544449,0.08824271567745598,-0.006324689198107332,0.02168463719153307,-0.036676378899184084,0.0018842493025584336,-0.10711363758587764,-0.10821280014339127,-0.11013737748726585,0.011384645462062777,0.02295162938021013,0.1481165934640785,0.0586375920174649,0.024194752439794517,-0.0824291228562602,-0.12536901689383623,0.07540562208354727,0.08036325793031986,0.07885166516143485,-0.0014609310314218306,0.08776272737418814,0.08441641905095855,0.08080258657127534,0.07782420150150167,-0.001299036485173644,0.018281440989580643,0.017815307116848103,0.01817424816921624,0.018016538826827785,1.0,0.021798698485609908,,,,0.0067118537413966015,-0.022286388473352084,-0.12012471392349267,0.026334224976459993,-0.10827676053047487,-0.08184676256234859,-0.10799904744326543,0.029503297719126253,0.005141812204145203,,0.004887443615844449,0.021798698485609908,,0.07366482539638289,0.10553137316655518,0.07322693178562628,,0.19923506520183754,-0.1040539136656955,-0.11013737748726585,0.058637592017464914,0.0067118537413966015,,,,,,,-0.006324689198107334,-0.03667637889918406,0.021684637191533077,0.001884249302558433,0.07143823936020026,0.046097134993057155,-0.030370588004856782,0.0166377956325442,0.006199182150887777,0.008113784614856286,0.00942986064058992,0.004419510643422583,0.0690222708655523,0.06824990765316474,0.07673235734293664,0.055096852261602165,-0.17114107425638972
Fwd PSH Flags,-0.05479793296911463,0.1001906973852517,-0.11286103707291027,-0.18232759242407265,0.019426753344084488,-0.006161458925673799,0.017566622918202095,-0.033359559674299114,0.000464832726499231,-0.09138156984320916,-0.101676969742273,-0.09822397536448735,0.0878396624531568,0.001231998065123837,0.03735374408434116,0.014406359514847351,0.0019077628082112294,-0.07312840684565636,-0.04607665499144072,0.01889014426218862,0.04917583504595422,0.06717108477409975,0.03396779901038662,0.018898621854938073,0.02921411762364328,0.05928567427621241,0.06678460480986281,0.03394626842368053,0.05019870297782509,0.03520815798064988,0.04889740676762865,0.06533876693424702,0.021798698485609908,1.0,,,,0.006401778773057984,0.002303309587361581,-0.04816999601466972,0.016520179616427464,-0.10277157574234921,-0.07933648246002459,-0.097811423369978,0.039223190888392566,0.003389637020147653,,-0.002517324869423438,1.0,,-0.049463064341357776,0.4691467466292534,0.005100303931879864,,0.022333317917783365,-0.09393462366184988,-0.09822397536448738,0.014406359514847386,0.006401778773057984,,,,,,,-0.0061614589256738005,-0.03335955967429914,0.0175666229182021,0.00046483272649923234,0.06064384489620293,0.02540722395781349,-0.026391397988433606,0.0185731466248216,0.009477010534970614,0.007309967386594154,0.006888974592818623,0.00646515108519344,0.0882819935884576,0.010611323231546774,0.06591345969919596,0.10345142771865737,-0.2998866964691728
Bwd PSH Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd URG Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bwd URG Flags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fwd Header Length,0.039977263693702976,0.05392109343743375,-0.003965573030901135,-0.03450886079552116,0.012079385883194875,-0.057885361281728824,0.003603869710708305,-0.2312677654989427,0.0008539104552019774,0.010175083260600503,0.015657695631892895,0.0089048022359589,0.00030585528097938435,0.004924265211480154,0.008861875790567783,0.007400006702922359,0.00606372987295453,0.03641508255194203,0.061321857296787144,0.013062094727777576,0.013327873456788746,0.01087321509223253,0.0007249991275460764,0.011983134887628937,0.013266696450413536,0.013115027337199327,0.010699876326218652,0.0007026006176801828,0.006018559435031817,0.005081695779923471,0.005329646646991171,0.005766497023285758,0.0067118537413966015,0.006401778773057984,,,,1.0,0.0005070648506079908,0.05828727467020245,0.0026501237407659172,0.01564706105876522,0.010539603527240997,0.009216457689555587,0.0036691030870303746,0.001675126825268896,,0.0015196961656810343,0.006401778773057991,,0.02986060320443984,0.01364557751081435,0.009900649495172891,,0.015387965290885028,0.02089652359187102,0.0089048022359589,0.007400006702922355,1.0,,,,,,,-0.057885361281728824,-0.2312677654989427,0.003603869710708306,0.0008539104552019753,0.016850924002171624,0.005615513069114077,-0.23128969195504034,0.34504936276549947,0.0022814348259846172,0.001979540754072172,0.0025180679782007254,0.0018062219622640365,0.009835497911101818,0.009504171516496109,0.010728961288678377,0.008219479195668967,-0.017600775447534515
Bwd Header Length,0.00497760577519406,-0.02872316049464719,0.03363174171717119,-0.012416084474555208,0.004596873717585326,0.001726251543768857,-0.002204732915154138,0.007550601876989058,0.00022880638327209661,0.02220456445978146,0.02107132235522784,0.021754696063569532,0.0044257104934897,-0.002959660850730914,-0.0909784755302825,-0.02114081511716553,0.0021851249321380548,0.01676007419309728,0.02574434619511918,0.004576501417648211,0.00474922706602162,0.004588094857065107,0.00029717557915538934,0.004594931251361904,0.004797500321807652,0.004840872577859658,0.004629917636632823,0.00028884995701150274,0.0021664820140302123,0.0018284961972269064,0.001917877710428147,0.002075422613431918,-0.022286388473352084,0.002303309587361581,,,,0.0005070648506079908,1.0,0.024535726413764992,0.0008625420529582753,0.02106705453758968,0.01784009285738901,0.021114723323978027,-0.0038331954819208207,0.00048635035393004204,,0.0005467607640423156,0.002303309587361581,,0.010743708991005399,0.004909557831586751,0.0035621375325231015,,-0.046629046703131415,0.020379805175945395,0.02175469606356953,-0.021140815117165535,0.0005070648506079912,,,,,,,0.001726251543768857,0.007550601876989061,-0.002204732915154138,0.00022880638327209656,0.00606385405674257,0.0020205989635103064,0.006130382776220782,0.043972612514219474,0.0008897976166530067,0.0007268125958688866,0.0009489091442410703,0.0007145015351130168,0.004402811335064611,0.003422528237342771,0.004509619170977119,0.003980471900782645,0.07682606992420124
Fwd Packets/s,0.019762447658645498,-0.08390795157081539,0.11415168522156408,0.16279418763999706,-0.22705685072349732,-0.08254289080268234,-0.06380029394465153,-0.27845374707146486,-0.01507640885534882,0.25479562680702583,0.2968544762616534,0.2794332470705127,-0.20136640802103128,-0.08732680024093858,-0.16509950334527546,-0.13276534884220323,-0.10697599953366083,0.5959799717437506,0.982618477799476,-0.23184719642626225,-0.2416323588231227,-0.2300484084799265,-0.0145764532553292,-0.22536313610105865,-0.23531887862045636,-0.23743447668961096,-0.22706828100250398,-0.014180906338272188,-0.10621374542924686,-0.08968037242015894,-0.0940561259920968,-0.10176550324401913,-0.12012471392349267,-0.04816999601466972,,,,0.05828727467020245,0.024535726413764992,1.0,-0.03396651540091095,0.2970233854402395,0.18160437439188662,0.2748387896941142,-0.1672498986675289,-0.029921911739032844,,-0.0072864833362275404,-0.04816999601466972,,-0.07566029499181053,-0.17667885124012156,-0.16144678585379166,,-0.27390086527819746,0.31027194909247663,0.2794332470705126,-0.13276534884220328,0.05828727467020245,,,,,,,-0.08254289080268234,-0.2784537470714649,-0.06380029394465155,-0.01507640885534882,-0.13883603274102765,-0.09878620037459232,-0.2969186345624995,-0.04170977552794435,-0.04362912925623462,-0.03563555575583749,-0.046528362884769935,-0.035035550950219006,-0.21593128030084371,-0.16787280447700084,-0.2211767783405951,-0.19521112678115368,0.2696253245596391
Bwd Packets/s,4.600929200718364e-05,-0.0022603008683228475,0.00820891680551357,-0.075287111563614,-0.008822233415483218,-0.003441826347660392,0.004139123725613413,-0.014548085123687311,-0.0005091444809452936,-0.04477274516955124,-0.042639604009080415,-0.043957786158231295,-0.008202065751809904,-0.0022340658131871586,-0.005229427561873642,-0.0022618669311874288,-0.001100208460817858,-0.031687091021928376,-0.013437300060078912,-0.009007825791087826,-0.009387601835727614,-0.008936845055281912,-0.0005654697932711685,-0.008756852925164461,-0.009144255211947028,-0.0092259456033926,-0.008822119119722905,-0.0005509589713611487,-0.0041250350004182765,-0.0034842310630230355,-0.0036541394752940175,-0.003952853422065679,0.026334224976459993,0.016520179616427464,,,,0.0026501237407659172,0.0008625420529582753,-0.03396651540091095,1.0,-0.04282788752101545,-0.038649712178447766,-0.04413838780054638,-0.003776509248124849,-0.000789714902009149,,0.04579450389368881,0.016520179616427457,,0.01902396977247485,0.1197224974005288,0.13920316473880995,,0.14464227481977193,-0.042038749514385985,-0.043957786158231295,-0.002261866931187421,0.0026501237407659172,,,,,,,-0.0034418263476603925,-0.014548085123687306,0.004139123725613411,-0.0005091444809452944,0.008027848530902711,0.0258930842515447,-0.012679017672658067,0.007678629569752763,-0.0016943765272361027,-0.0013841600504106038,-0.0018071463964214577,-0.001360574820824018,-0.00839052867729594,-0.006523706480731886,-0.008594590028632738,-0.007585168279422765,-0.01519793325414297
Min Packet Length,-0.3565148296763493,-0.5200095896415268,0.10921304914961123,0.557539205156392,-0.20668303208362257,-0.031466567976813443,-0.0581956422339022,-0.033601148934782846,-0.013798038981649965,0.9741384110699214,0.9998639620403393,0.996390433600788,-0.15323499885565403,-0.07947126098226932,-0.14104034770728127,-0.1190396235316597,-0.09799481991995103,0.8209732650853121,0.28640040940949824,-0.20825311182659612,-0.21824485809053268,-0.2080878799536612,-0.006913846120604455,-0.20513428611129167,-0.21181512607181704,-0.2146027985213313,-0.20536223552463917,-0.006552667749647478,-0.0972410384570595,-0.08208475268172644,-0.08609100531546615,-0.09315369563532841,-0.10827676053047487,-0.10277157574234921,,,,0.01564706105876522,0.02106705453758968,0.2970233854402395,-0.04282788752101545,1.0,0.7936871557610515,0.9930419742883928,-0.13633522124671688,-0.02769391729185252,,-0.024546256153351875,-0.10277157574234924,,-0.4825820031965136,-0.22019154619779013,-0.1596351977020307,,-0.24802229044635163,0.9947857763966519,0.9963904336007882,-0.11903962353165974,0.01564706105876522,,,,,,,-0.031466567976813443,-0.033601148934782846,-0.0581956422339022,-0.013798038981649965,-0.27228460827521767,-0.09075316151636278,-0.09285801397041853,-0.14375122680601196,-0.037024197610548336,-0.031701416618967596,-0.040611857967334734,-0.029402193237111022,-0.1959941604848137,-0.1535188611239575,-0.2011674568132345,-0.1767674571048109,0.27629462486781536
Max Packet Length,-0.3351904301153635,-0.39031115727980176,0.02360194396222391,0.40468542222768444,-0.12167198882176535,-0.012341065491211866,0.4293829404220921,-0.017149352980314527,0.4284847586478027,0.8441172999884881,0.7939089995734734,0.8062163005916692,0.16665162887838605,0.5344493173984868,-0.10506215850431724,0.38141869202965495,0.46064473933593864,0.6511451386029259,0.1689810866791667,-0.1771102725503202,-0.15298890744523375,-0.08321604978927888,-0.006435183118271912,-0.12149454627919541,-0.1698810664155979,-0.13611837403525126,-0.08289309788256294,-0.006099042008033556,0.0657523777075356,-0.045054603975926366,-0.024845023131873343,0.02093262434869081,-0.08184676256234859,-0.07933648246002459,,,,0.010539603527240997,0.01784009285738901,0.18160437439188662,-0.038649712178447766,0.7936871557610515,1.0,0.8410924865627181,0.4423614670730633,0.4673248283005149,,-0.022446271354408038,-0.07933648246002459,,-0.33422414590457067,-0.18481055418042205,-0.13945051740893197,,-0.12789715983420974,0.8257838555523406,0.806216300591669,0.38141869202965506,0.010539603527241006,,,,,,,-0.012341065491211873,-0.017149352980314544,0.4293829404220921,0.4284847586478027,-0.0205149330663338,-0.04520565139925053,-0.06262106896814956,-0.11411402460186083,0.0016174820600160851,0.004531019625760247,-0.0009997598307037333,-0.0021390446656874,-0.07382192038245365,-0.12737014792813797,-0.10203413208742251,-0.04060935338177657,0.09862244676566699
Packet Length Mean,-0.3735213869103432,-0.5239412892829802,0.09858124042674674,0.5582360275847688,-0.20538584779150185,-0.025086707271649255,0.004512307084219963,-0.014025287828628651,0.04022010305923785,0.9839816776810569,0.9930667564384794,0.9966525471713226,-0.08614123061051425,-0.0008956853678939113,-0.13311334010584447,-0.031092337689634122,-0.01526897057956648,0.8131578533252083,0.2627853206705792,-0.2141050470463751,-0.21984327688604882,-0.20048949197616162,-0.007193636504111853,-0.20412003635251275,-0.21655018155742636,-0.21447558876797335,-0.19834595181694478,-0.0068182037417738465,-0.0808963507579472,-0.08134015827865056,-0.08232178851944581,-0.0819310177215636,-0.10799904744326543,-0.097811423369978,,,,0.009216457689555587,0.021114723323978027,0.2748387896941142,-0.04413838780054638,0.9930419742883928,0.8410924865627181,1.0,-0.03975312623409678,0.03645470393863809,,-0.025412912351578498,-0.09781142336997797,,-0.48259854386773104,-0.22063046380274673,-0.16202453906282635,,-0.23424582137269906,0.9967346801637756,0.9966525471713226,-0.031092337689634094,0.009216457689555587,,,,,,,-0.025086707271649255,-0.01402528782862865,0.004512307084219966,0.04022010305923786,-0.24154601000406697,-0.08710411715517623,-0.07291107612592722,-0.14472224163918807,-0.03253951572039931,-0.02775153551662249,-0.03634596266883907,-0.026227239538887625,-0.18859883619219972,-0.1574740691963405,-0.19729344433390064,-0.16644925797075133,0.25675382729439544
Packet Length Std,-0.061328581520216155,0.13313507450977347,-0.1504465104498146,-0.1404592060541078,0.08597780854600899,0.017116051339539657,0.6700427789930354,-0.004207073052807601,0.5706304811566474,0.014761403116748525,-0.13505449465807834,-0.10223858985309883,0.6664508247319307,0.8853223191462993,0.0769270105763769,0.9029995475249436,0.9488043556197707,-0.11667868334801323,-0.17546056263448415,-0.005046969972497078,0.05234768511305436,0.15284511607745047,-0.0004028442179663309,0.08247113847519341,0.012153515960591374,0.07348244641421182,0.14583754466417742,-0.00033358308402548306,0.25674578329799136,0.0416902793784221,0.0818799426589216,0.1739800761574275,0.029503297719126253,0.039223190888392566,,,,0.0036691030870303746,-0.0038331954819208207,-0.1672498986675289,-0.003776509248124849,-0.13633522124671688,0.4423614670730633,-0.03975312623409678,1.0,0.6936703977949653,,-0.0032088990123560566,0.03922319088839256,,0.14576048441730627,0.02079565817022552,-0.001118675503174551,,0.15880841013017402,-0.06944507961859507,-0.10223858985309883,0.9029995475249435,0.0036691030870303746,,,,,,,0.017116051339539657,-0.004207073052807601,0.6700427789930354,0.5706304811566473,0.4337155004734209,0.07076207452583937,0.005379684105107605,0.023327076577887015,0.06517216202329326,0.059851682385543434,0.0659348906788116,0.046273723752629586,0.15489814825525272,-0.0007449923929447715,0.11267973412731563,0.1852144642617478,-0.28715072674922215
Packet Length Variance,-0.01575543401942442,0.03016022130845832,-0.03892824289879669,-0.04696830794820456,0.02759570615879097,0.016756975493588223,0.8389090650362666,-0.0019739510408413753,0.9372603534491288,0.010011927137752586,-0.027282607797022636,-0.02138238108948239,0.15037872342011202,0.8086426346035629,0.002788328933973458,0.5965237534515284,0.6622340018349182,-0.020557399086495693,-0.03139571395532321,-0.0011057872206757702,0.01216028545852577,0.060759238163258164,-7.340796672362004e-05,0.026923882112959877,0.002455853456635508,0.01919543763269748,0.05957626158509303,-6.33188950673191e-05,0.05282239558679337,0.006877934575340595,0.015087003127552885,0.03678101961439678,0.005141812204145203,0.003389637020147653,,,,0.001675126825268896,0.00048635035393004204,-0.029921911739032844,-0.000789714902009149,-0.02769391729185252,0.4673248283005149,0.03645470393863809,0.6936703977949653,1.0,,-0.0006772262334975126,0.003389637020147651,,0.04958304887824767,0.004734411243293536,0.002373728394837763,,0.09607934975200896,0.015993204453980128,-0.021382381089482382,0.5965237534515285,0.0016751268252688956,,,,,,,0.01675697549358823,-0.0019739510408413753,0.8389090650362666,0.9372603534491286,0.15183666864346834,0.01744352512156091,-0.0009747576964431591,0.004960778959726441,0.014418163795182393,0.01343005414774965,0.014745849882699592,0.010168803592270974,0.03274066314372876,0.0004922218183174402,0.02401565000981057,0.03890688770069433,-0.08296472174537434
FIN Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYN Flag Count,-0.009923365051099326,0.009096077315710145,-0.01312698615399154,-0.04328212130518167,-0.004737926870447486,-0.0017874033192207739,0.0008976089328362304,-0.00834800411342222,-0.0003315111224906105,-0.025802026294680376,-0.02455096391721743,-0.02531451058547143,-0.004835856621616982,-0.0016811466876549591,-0.002108261654872849,-0.0019386327251592035,-0.001912863325382729,-0.018038519643053787,-0.0059068938935907065,-0.004626444225416803,-0.004669679496652751,-0.004596733891994153,-0.00032472450716613085,-0.0047094736558704825,-0.004446108208607514,-0.004521886589433921,-0.004558636624408643,-0.00031593381560727796,-0.001952996507181284,-0.0011809366009829768,-0.001307708932621061,-0.0016287545919949906,0.004887443615844449,-0.002517324869423438,,,,0.0015196961656810343,0.0005467607640423156,-0.0072864833362275404,0.04579450389368881,-0.024546256153351875,-0.022446271354408038,-0.025412912351578498,-0.0032088990123560566,-0.0006772262334975126,,1.0,-0.0025173248694234404,,-0.011741867056354875,0.10051007649825798,-0.0038931608108085706,,0.005802706752546523,-0.02419401941585168,-0.025314510585471423,-0.0019386327251592035,0.0015196961656810343,,,,,,,-0.0017874033192207732,-0.008348004113422222,0.0008976089328362274,-0.0003315111224906105,-0.006613487523284215,0.009937613021249701,-0.007276062150865273,0.004409015467393036,-0.0009721434135510508,-0.0007940468496234948,-0.001036754988110039,-0.000780656747676054,-0.004811331477608257,-0.003740502897041912,-0.004928210252348486,-0.004349649964919622,-0.05854957077275488
RST Flag Count,-0.05479793296911463,0.1001906973852517,-0.11286103707291027,-0.18232759242407265,0.019426753344084488,-0.006161458925673799,0.017566622918202095,-0.033359559674299114,0.000464832726499231,-0.09138156984320916,-0.101676969742273,-0.09822397536448735,0.0878396624531568,0.001231998065123837,0.03735374408434116,0.014406359514847351,0.0019077628082112294,-0.07312840684565636,-0.04607665499144072,0.01889014426218862,0.04917583504595422,0.06717108477409975,0.03396779901038662,0.018898621854938073,0.02921411762364328,0.05928567427621241,0.06678460480986281,0.03394626842368053,0.05019870297782509,0.03520815798064988,0.04889740676762865,0.06533876693424702,0.021798698485609908,1.0,,,,0.006401778773057991,0.002303309587361581,-0.04816999601466972,0.016520179616427457,-0.10277157574234924,-0.07933648246002459,-0.09781142336997797,0.03922319088839256,0.003389637020147651,,-0.0025173248694234404,1.0,,-0.049463064341357776,0.4691467466292534,0.005100303931879864,,0.022333317917783365,-0.09393462366184988,-0.09822397536448738,0.014406359514847386,0.006401778773057984,,,,,,,-0.0061614589256738005,-0.03335955967429914,0.0175666229182021,0.00046483272649923234,0.06064384489620293,0.02540722395781349,-0.026391397988433606,0.0185731466248216,0.009477010534970614,0.007309967386594154,0.006888974592818623,0.00646515108519344,0.0882819935884576,0.010611323231546774,0.06591345969919596,0.10345142771865737,-0.2998866964691728
PSH Flag Count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACK Flag Count,0.4378795245425862,0.291719872190317,-0.02728416546661744,-0.8504529458842615,0.39477854859119466,-0.025175542603231654,0.08577175044346916,-0.15735013274344511,0.027376848542844875,-0.4597709361821736,-0.4826745140803283,-0.4889238824293171,0.11443278489820077,0.13951986676346234,-0.07229168675704595,0.13914995655622525,0.1914195516459988,-0.34983275396236546,-0.043294924881036354,0.39675485373889846,0.4043506211651565,0.3825675297483652,-0.006376922202223186,0.3921780153698274,0.3964154377636709,0.3928538375605199,0.37799189308586834,-0.006203008901539849,0.16152192882521946,0.13863399685440012,0.1461960812663812,0.15803706306010765,0.07366482539638289,-0.049463064341357776,,,,0.02986060320443984,0.010743708991005399,-0.07566029499181053,0.01902396977247485,-0.4825820031965136,-0.33422414590457067,-0.48259854386773104,0.14576048441730627,0.04958304887824767,,-0.011741867056354875,-0.049463064341357776,,1.0,-0.09786975077007935,-0.07649694563276953,,0.039845011658107714,-0.46429415156242454,-0.48892388242931706,0.13914995655622525,0.029860603204439833,,,,,,,-0.025175542603231654,-0.15735013274344511,0.08577175044346914,0.027376848542844875,0.4875126624052426,0.10564533837821596,-0.1331718519581938,0.08663300558363055,0.05846526150488582,0.049937206630635396,0.06481560027265049,0.04760472971321787,0.35084894938819994,0.3035633489658837,0.37242133084972834,0.30510793728981456,0.01168002884300447
URG Flag Count,-0.10969584532798027,0.07802197767826473,-0.10690254906872854,-0.38863659128847844,-0.009709076230125983,-0.016106607734973837,0.02697857043079592,-0.07321556857474505,-0.001330541646168484,-0.21698702784098367,-0.21945129311666528,-0.22128402710566494,0.03974796048238049,-0.0031206216684114235,0.00028011801980393013,0.010343769850884426,0.00020858030061006092,-0.16226783447939586,-0.180413668224267,-0.005847709021171103,0.007510387842630049,0.01600296401631428,0.04283681028192072,-0.010322590556473882,0.0066632535271706345,0.015746501524969744,0.015153350873031142,0.041195195860057675,0.0449134653926206,0.031194078188099193,0.031835587943208,0.03641742745121447,0.10553137316655518,0.4691467466292534,,,,0.01364557751081435,0.004909557831586751,-0.17667885124012156,0.1197224974005288,-0.22019154619779013,-0.18481055418042205,-0.22063046380274673,0.02079565817022552,0.004734411243293536,,0.10051007649825798,0.4691467466292534,,-0.09786975077007935,1.0,0.7255574163989031,,0.5099204624259238,-0.2112697661520774,-0.221284027105665,0.010343769850884504,0.01364557751081435,,,,,,,-0.01610660773497384,-0.073215568574745,0.02697857043079592,-0.0013305416461684785,0.09999644804668771,0.13377009672781254,-0.061037485535088164,0.03958920782661686,0.0027567184595455167,0.0007303815642412642,0.0005659017568134758,0.0020755739538620885,0.029523481550473494,-0.018274329077996716,0.013287359848016912,0.04275217394212589,-0.4355437196632344
